sequence_number,US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,Freq,last_update_days_ago,1st_update_days_ago,Web order,Gender=male,Address_is_res,Purchase,Spending,Partition,,
994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,868,868,1,0,0,1,43,v,,
995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3684,3684,0,1,0,0,0,t,,
996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,442,2040,1,0,0,1,350,t,,
997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2768,2768,0,1,0,0,0,s,,
998,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1130,3459,1,0,1,1,559,v,,
999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2828,2828,1,1,0,1,100,v,,
1000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,3522,0,0,0,0,0,v,,
1001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,3403,1,1,0,0,0,v,,
1002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3242,3242,0,0,0,0,0,v,,
1003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2200,2256,0,1,1,1,161,s,,
1004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3024,3024,0,1,0,0,0,t,,
1005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1010,1010,1,0,0,0,0,t,,
1006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1242,2107,0,0,1,1,165,s,,
1007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,834,855,0,0,1,0,0,s,,
1008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,469,2499,0,0,0,1,338,s,,
1009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,2016,0,1,0,1,54,v,,
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1379,1438,0,1,0,1,143,t,,
1011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2361,3199,1,1,1,0,0,t,,
1012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,427,427,0,1,0,0,0,t,,
1013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2773,2773,1,1,0,0,0,t,,
1014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,791,791,1,1,0,1,68,t,,
1015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3433,3433,0,1,0,0,0,t,,
1016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3548,3548,0,0,0,0,0,s,,
1017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1801,1823,1,1,1,0,0,t,,
1018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1710,1743,0,1,1,1,311,t,,
1019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198,198,0,0,0,0,0,v,,
1020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1879,2725,0,1,1,1,164,v,,
1021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2438,2478,1,1,0,1,104,s,,
1022,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1,1,0,0,0,v,,
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1095,1095,0,1,1,0,0,v,,
1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1836,1836,1,1,0,1,130,t,,
1025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,549,701,0,0,0,1,215,v,,
1026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2052,2457,1,0,0,1,355,v,,
1027,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3706,3706,0,1,0,1,228,v,,
1028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3360,3360,1,0,0,1,128,t,,
1029,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2240,3536,0,1,1,1,189,t,,
1030,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2802,2802,0,0,0,0,0,v,,
1031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1577,1577,0,1,0,0,0,t,,
1032,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1052,1052,1,1,0,1,40,t,,
1033,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1122,2681,0,0,1,1,425,s,,
1034,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,1,1,0,0,0,v,,
1035,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,534,2400,0,0,0,1,361,t,,
1036,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,109,v,,
1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,492,1373,0,1,0,1,43,t,,
1038,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2285,2285,1,0,0,0,0,s,,
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2781,2781,0,1,0,0,0,v,,
1040,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,472,2102,1,1,0,1,229,t,,
1041,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2768,2768,0,1,0,0,0,v,,
1042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2464,3944,1,1,0,1,86,v,,
1043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,3403,0,1,0,0,0,s,,
1044,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2977,2977,1,1,0,1,160,v,,
1045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,469,792,1,1,0,1,377,t,,
1046,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3566,3566,1,1,0,1,229,s,,
1047,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2389,2529,0,1,0,1,385,v,,
1048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2249,2249,1,1,0,1,146,t,,
1049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4096,4096,1,1,0,1,229,t,,
1050,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2977,2977,0,1,0,0,0,s,,
1051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2794,2794,1,0,0,0,0,t,,
1052,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1618,1653,0,0,1,0,0,t,,
1053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3067,3067,0,0,0,1,229,v,,
1054,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3822,3822,1,0,0,0,0,t,,
1055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,513,513,1,1,0,1,119,s,,
1056,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,442,1134,0,0,0,1,138,v,,
1057,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,471,2348,0,1,1,1,623,t,,
1058,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1962,1968,1,0,1,0,0,t,,
1059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1800,1800,0,0,1,0,0,t,,
1060,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1340,3045,1,0,0,1,262,v,,
1061,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1451,1451,0,0,0,0,0,s,,
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,912,912,0,0,0,1,551,s,,
1063,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2752,2752,0,1,1,1,35,t,,
1064,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1379,2927,1,0,1,1,63,s,,
1065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1415,1436,0,0,1,0,0,t,,
1066,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,380,3642,1,1,0,1,450,v,,
1067,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3791,3791,0,0,0,0,0,t,,
1068,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1261,1261,1,0,1,1,44,v,,
1069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1379,1401,0,0,1,1,193,s,,
1070,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2072,2100,0,1,0,0,0,v,,
1071,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,3500,0,1,0,0,0,v,,
1072,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,220,3236,0,1,0,1,1446,t,,
1073,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3339,3356,1,0,0,1,38,v,,
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,604,604,1,0,0,0,0,v,,
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1521,1561,1,0,1,0,0,t,,
1076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3444,3444,0,1,0,1,71,s,,
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1582,1604,0,1,0,0,0,v,,
1078,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2905,2905,0,0,0,0,0,v,,
1079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,967,967,1,0,0,0,0,v,,
1080,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2571,2579,1,1,0,1,161,v,,
1081,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2857,2857,0,0,0,0,0,s,,
1082,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1925,0,0,1,0,0,v,,
1083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3502,3502,0,1,0,0,0,v,,
1084,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2257,2263,1,0,0,1,264,s,,
1085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2961,2961,0,1,1,0,0,v,,
1086,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1933,1,0,1,1,4,t,,
1087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3608,3608,1,0,0,1,22,t,,
1088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,486,3089,0,1,0,1,321,t,,
1089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,490,2829,0,0,0,1,204,t,,
1090,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3040,3040,1,1,0,0,0,s,,
1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1318,1318,1,1,0,0,0,t,,
1092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1920,1963,1,1,0,1,138,s,,
1093,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1932,0,1,1,0,0,t,,
1094,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,1,1,0,0,0,v,,
1095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2978,2978,1,0,0,0,0,v,,
1096,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1914,0,1,1,0,0,s,,
1097,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1010,1010,1,0,0,0,0,v,,
1098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,700,3215,1,0,1,1,438,t,,
1099,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,239,2296,1,0,0,1,1161,v,,
1100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,486,486,1,1,0,1,159,v,,
1101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1914,1,1,1,0,0,t,,
1102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3009,3009,1,1,0,1,184,t,,
1103,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3311,3311,1,1,0,0,0,v,,
1104,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2460,3125,1,1,0,1,162,v,,
1105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,455,731,0,0,1,0,0,t,,
1106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1021,2418,0,1,1,1,285,t,,
1107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1109,1764,0,0,1,1,173,s,,
1108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1350,1350,1,1,0,0,0,v,,
1109,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2327,2327,0,0,1,1,158,s,,
1110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,724,724,1,1,0,1,43,t,,
1111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1856,3694,1,0,1,0,0,t,,
1112,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,1,0,0,0,s,,
1113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,828,1147,0,0,0,0,0,t,,
1114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2506,2506,0,0,0,0,0,v,,
1115,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2960,3222,0,1,1,1,160,v,,
1116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,372,2383,0,0,0,1,149,v,,
1117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1962,3401,0,0,0,0,0,v,,
1118,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,556,556,1,0,0,1,174,t,,
1119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3124,3124,0,1,0,0,0,s,,
1120,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2662,2662,1,1,0,0,0,t,,
1121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3548,3548,1,0,0,0,0,t,,
1122,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2404,2404,0,0,0,0,0,s,,
1123,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1521,1583,0,1,0,0,0,t,,
1124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,1,1,0,0,0,v,,
1125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,115,1,1,0,0,0,v,,
1126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,658,658,0,1,0,1,56,v,,
1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1402,1402,1,0,0,0,0,v,,
1128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3400,3400,0,0,0,0,0,v,,
1129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3458,3458,0,0,0,0,0,s,,
1130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1879,1910,0,0,1,0,0,v,,
1131,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2856,2856,0,0,0,0,0,v,,
1132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2872,2872,0,0,0,0,0,v,,
1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,829,829,0,1,0,1,89,v,,
1134,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1779,1779,0,0,0,0,0,v,,
1135,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1036,1036,1,1,0,0,0,v,,
1136,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,360,3027,1,0,0,1,1305,v,,
1137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,995,995,0,1,1,0,0,t,,
1138,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,1,1,0,0,0,v,,
1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,835,1091,1,0,0,1,241,v,,
1140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,890,1,0,0,0,0,s,,
1141,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3159,3159,1,0,0,0,0,v,,
1142,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3292,3292,0,0,0,1,128,v,,
1143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2467,2467,1,1,0,1,130,t,,
1144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1619,1619,1,0,0,1,20,v,,
1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1079,1079,1,1,0,0,0,t,,
1146,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2739,2739,0,0,0,1,8,v,,
1147,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1877,2019,0,0,0,1,255,s,,
1148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2877,2877,0,0,0,0,0,t,,
1149,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3286,3286,1,0,0,1,128,v,,
1150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786,2786,0,1,0,0,0,t,,
1151,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2900,2900,0,0,0,0,0,s,,
1152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,1,1,0,0,0,v,,
1153,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3822,3822,0,1,0,1,97,s,,
1154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,23,1,1,0,0,0,v,,
1155,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,27,27,0,1,0,0,0,s,,
1156,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,868,868,0,1,0,0,0,s,,
1157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,456,456,1,0,1,1,306,v,,
1158,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3201,3249,0,1,0,0,0,s,,
1159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,134,134,0,0,0,1,163,s,,
1160,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4157,4157,1,1,0,1,254,t,,
1161,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204,217,0,1,0,0,0,t,,
1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1617,1617,1,1,0,1,170,v,,
1163,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1583,1583,0,0,0,0,0,t,,
1164,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2863,2863,0,0,0,0,0,t,,
1165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,499,2758,1,1,0,1,237,v,,
1166,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,829,829,1,1,0,1,202,t,,
1167,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,220,220,0,0,0,0,0,v,,
1168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,3403,0,1,0,0,0,t,,
1169,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,835,1715,0,0,1,1,56,s,,
1170,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3745,3745,0,0,0,0,0,v,,
1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,437,616,0,0,0,1,114,v,,
1172,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2996,2996,0,1,0,0,0,v,,
1173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2809,2841,0,0,0,1,191,t,,
1174,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,1,0,0,0,t,,
1175,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4065,4065,0,1,1,1,99,v,,
1176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3619,3619,0,1,0,0,0,t,,
1177,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3641,3641,1,0,0,0,0,s,,
1178,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,2376,1,0,0,0,0,v,,
1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,743,1242,1,1,1,1,47,t,,
1180,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,804,3027,1,0,0,1,303,v,,
1181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786,2786,0,1,0,0,0,t,,
1182,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2859,2859,0,1,0,0,0,s,,
1183,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1710,1746,0,0,1,0,0,s,,
1184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,583,598,1,1,0,1,149,s,,
1185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2767,2767,0,1,0,0,0,v,,
1186,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3914,3914,0,1,0,0,0,t,,
1187,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,471,3304,1,1,0,1,249,t,,
1188,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,542,3125,0,0,0,1,578,t,,
1189,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,463,1949,0,0,0,1,412,t,,
1190,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,925,925,1,1,0,1,104,v,,
1191,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2863,2863,1,1,0,0,0,t,,
1192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,3522,0,1,0,0,0,v,,
1193,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3587,3587,1,1,0,1,33,v,,
1194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,854,854,0,1,0,0,0,t,,
1195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2963,2963,1,1,0,1,165,v,,
1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,3507,1,1,0,0,0,t,,
1197,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4096,4096,1,0,0,0,0,t,,
1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1010,1010,0,1,0,0,0,s,,
1199,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,1,0,0,0,0,v,,
1200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891,3852,0,1,0,0,0,s,,
1201,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3125,3125,1,0,0,1,103,t,,
1202,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2899,3852,1,1,0,1,320,v,,
1203,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,744,770,0,1,1,0,0,v,,
1204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2564,2564,0,0,0,0,0,v,,
1205,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0,t,,
1206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3474,3474,1,1,0,1,45,t,,
1207,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1646,1682,0,1,1,0,0,t,,
1208,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,0,0,0,0,t,,
1209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,525,2513,0,1,0,1,490,v,,
1210,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3353,3353,0,0,0,0,0,t,,
1211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2765,2765,1,0,0,0,0,s,,
1212,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3114,3114,0,0,0,0,0,s,,
1213,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2558,2558,1,1,0,0,0,t,,
1214,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2634,2634,0,1,0,0,0,t,,
1215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1018,2984,1,0,0,1,405,s,,
1216,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,869,2767,0,1,0,1,117,s,,
1217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,689,689,1,0,0,0,0,t,,
1218,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2856,3069,0,0,0,1,78,v,,
1219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2632,2632,0,0,0,0,0,v,,
1220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2943,2943,1,1,0,1,183,v,,
1221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2851,2851,0,1,0,0,0,v,,
1222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2522,2522,0,1,1,0,0,t,,
1223,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3772,3772,0,1,0,0,0,s,,
1224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,1910,0,0,1,1,624,v,,
1225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,0,0,0,0,0,s,,
1226,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2318,2333,1,0,0,1,161,t,,
1227,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2165,3240,1,1,0,1,157,v,,
1228,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2838,2838,1,0,0,1,35,v,,
1229,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2730,2730,0,0,0,0,0,t,,
1230,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1451,1451,1,1,0,0,0,v,,
1231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,408,3914,1,0,0,1,197,s,,
1232,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3180,3180,0,0,0,0,0,v,,
1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,532,532,0,0,0,0,0,s,,
1234,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2817,2927,1,0,0,1,163,v,,
1235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3613,3613,0,1,0,0,0,t,,
1236,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1877,1969,1,1,0,1,212,s,,
1237,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3270,3270,0,1,0,1,38,v,,
1238,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3143,3143,0,1,0,1,229,t,,
